"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Jan 02 2019","2458486","568123201","8.75","3.90e-8","2.55e-8","-2.1","-","1e-8","0","bin1268.log"
"Jan 05 2019","2458489","568382401","2","< 1.10e-7","-","-","-","1e-8","0","bin1269.log"
"Jan 08 2019","2458492","568641601","0","< 5.63e-8","-","-","-","1e-8","0","bin1270.log"
"Jan 11 2019","2458495","568900801","6.42","4.20e-8","2.75e-8","-2.1","-","1e-8","0","bin1271.log"
"Jan 14 2019","2458498","569160001","0.01","< 7.09e-8","-","-","-","1e-8","0","bin1272.log"
"Jan 17 2019","2458501","569419201","2.01","< 6.06e-8","-","-","-","1e-8","0","bin1273.log"
"Jan 20 2019","2458504","569678401","2.89","< 1.27e-7","-","-","-","1e-8","0","bin1274.log"
"Jan 23 2019","2458507","569937601","0.02","< 7.38e-8","-","-","-","1e-8","0","bin1275.log"
"Jan 26 2019","2458510","570196801","0.83","< 7.78e-8","-","-","-","1e-8","0","bin1276.log"
"Jan 29 2019","2458513","570456001","8.38","5.60e-8","2.57e-8","-2.1","-","1e-8","0","bin1277.log"
"Feb 01 2019","2458515","570715201","0","< 2.23e-7","-","-","-","1e-8","0","bin1278.log"
"Feb 04 2019","2458518","570974401","8.43","1.71e-7","8.79e-8","-2.1","-","1e-8","0","bin1279.log"
"Feb 07 2019","2458521","571233601","5.05","6.51e-8","4.63e-8","-2.1","-","1e-8","0","bin1280.log"
"Feb 10 2019","2458524","571492801","0.37","< 9.76e-8","-","-","-","1e-8","0","bin1281.log"
"Feb 13 2019","2458527","571752001","0.07","< 1.63e-7","-","-","-","1e-8","0","bin1282.log"
"Feb 16 2019","2458530","572011201","2.01","< 2.53e-7","-","-","-","1e-8","0","bin1283.log"
"Feb 19 2019","2458533","572270401","1.76","< 1.37e-7","-","-","-","1e-8","0","bin1284.log"
"Feb 22 2019","2458536","572529601","19.7","1.03e-7","4.01e-8","-2.1","-","1e-8","0","bin1285.log"
"Feb 25 2019","2458539","572788801","2.95","< 1.14e-7","-","-","-","1e-8","0","bin1286.log"
"Feb 28 2019","2458542","573048001","9.95","8.81e-8","4.30e-8","-2.1","-","1e-8","0","bin1287.log"
"Mar 03 2019","2458548","573307201","1.29","< 1.32e-7","-","-","-","1e-8","0","bin1288.log"
"Mar 06 2019","2458551","573566401","1.38","< 1.27e-7","-","-","-","1e-8","0","bin1289.log"
"Mar 09 2019","2458554","573825601","54.09","1.83e-7","5.20e-8","-2.1","-","1e-8","0","bin1290.log"
"Mar 12 2019","2458557","574084801","23.25","5.63e-8","2.96e-8","-2.1","-","1e-8","0","bin1291.log"
"Mar 15 2019","2458560","574344001","42.32","1.78e-7","4.50e-8","-2.1","-","1e-8","0","bin1292.log"
"Mar 18 2019","2458563","574603201","3.02","< 8.50e-8","-","-","-","1e-8","0","bin1293.log"
"Mar 21 2019","2458566","574862401","31.39","1.02e-7","3.32e-8","-2.1","-","1e-8","0","bin1294.log"
"Mar 24 2019","2458569","575121601","5.24","6.66e-8","3.74e-8","-2.1","-","1e-8","0","bin1295.log"
"Mar 27 2019","2458572","575380801","2.6","< 1.18e-7","-","-","-","1e-8","0","bin1296.log"
"Mar 30 2019","2458575","575640001","19.39","7.67e-8","3.31e-8","-2.1","-","1e-8","0","bin1297.log"
"Apr 02 2019","2458577","575899201","37.79","1.62e-7","4.50e-8","-2.1","-","1e-8","0","bin1298.log"
"Apr 05 2019","2458580","576158401","3.02","< 9.29e-8","-","-","-","1e-8","0","bin1299.log"
"Apr 08 2019","2458583","576417601","0.3","< 7.70e-8","-","-","-","1e-8","0","bin1300.log"
"Apr 11 2019","2458586","576676801","2.7","< 1.11e-7","-","-","-","1e-8","0","bin1301.log"
"Apr 14 2019","2458589","576936001","6.13","6.31e-8","3.10e-8","-2.1","-","1e-8","0","bin1302.log"
"Apr 17 2019","2458592","577195201","0","< 4.14e-8","-","-","-","1e-8","0","bin1303.log"
"Apr 20 2019","2458595","577454401","0.01","< 6.05e-8","-","-","-","1e-8","0","bin1304.log"
"Apr 23 2019","2458598","577713601","2.37","< 6.99e-8","-","-","-","1e-8","0","bin1305.log"
"Apr 26 2019","2458601","577972801","3.16","< 9.18e-8","-","-","-","1e-8","0","bin1306.log"
"Apr 29 2019","2458604","578232001","0","< 8.48e-8","-","-","-","1e-8","0","bin1307.log"
"May 02 2019","2458607","578491201","9.02","5.80e-8","3.21e-8","-2.1","-","1e-8","0","bin1308.log"
"May 05 2019","2458610","578750401","6.34","6.25e-8","3.50e-8","-2.1","-","1e-8","0","bin1309.log"
"May 08 2019","2458613","579009601","1.87","< 8.50e-8","-","-","-","1e-8","0","bin1310.log"
"May 11 2019","2458616","579268801","0","< 4.67e-8","-","-","-","1e-8","0","bin1311.log"
"May 14 2019","2458619","579528001","0","< 5.67e-8","-","-","-","1e-8","0","bin1312.log"
"May 17 2019","2458622","579787201","6.16","6.37e-8","3.50e-8","-2.1","-","1e-8","0","bin1313.log"
"May 20 2019","2458625","580046401","3.83","< 1.24e-7","-","-","-","1e-8","0","bin1314.log"
"May 23 2019","2458628","580305601","7.69","3.92e-8","2.43e-8","-2.1","-","1e-8","0","bin1315.log"
"May 26 2019","2458631","580564801","0","< 3.50e-8","-","-","-","1e-8","0","bin1316.log"
"May 29 2019","2458634","580824001","0","< 2.40e-8","-","-","-","1e-8","0","bin1317.log"
"Jun 01 2019","2458637","581083201","14.33","4.46e-8","2.17e-8","-2.1","-","1e-8","0","bin1318.log"
"Jun 04 2019","2458640","581342401","0.85","< 6.61e-8","-","-","-","1e-8","0","bin1319.log"
"Jun 07 2019","2458643","581601601","0","< 4.10e-8","-","-","-","1e-8","0","bin1320.log"
"Jun 10 2019","2458646","581860801","1.25","< 7.22e-8","-","-","-","1e-8","0","bin1321.log"
"Jun 13 2019","2458649","582120001","6.07","2.70e-8","1.99e-8","-2.1","-","1e-8","0","bin1322.log"
"Jun 16 2019","2458652","582379201","4.27","2.72e-8","2.66e-8","-2.1","-","1e-8","0","bin1323.log"
"Jun 19 2019","2458655","582638401","1.73","< 1.34e-7","-","-","-","1e-8","0","bin1324.log"
"Jun 22 2019","2458658","582897601","15.52","5.56e-8","3.15e-8","-2.1","-","1e-8","0","bin1325.log"
"Jun 25 2019","2458661","583156801","0.13","< 7.47e-8","-","-","-","1e-8","0","bin1326.log"
"Jun 28 2019","2458664","583416001","0.74","< 9.42e-8","-","-","-","1e-8","0","bin1327.log"
"Jul 01 2019","2458667","583675201","0","< 5.01e-8","-","-","-","1e-8","0","bin1328.log"
"Jul 04 2019","2458670","583934401","2.62","< 9.46e-8","-","-","-","1e-8","0","bin1329.log"
"Jul 07 2019","2458673","584193601","0.6","< 7.63e-8","-","-","-","1e-8","0","bin1330.log"
"Jul 10 2019","2458676","584452801","0","< 5.02e-8","-","-","-","1e-8","0","bin1331.log"
"Jul 13 2019","2458679","584712001","0","< 4.01e-8","-","-","-","1e-8","0","bin1332.log"
"Jul 16 2019","2458682","584971201","0.59","< 3.92e-8","-","-","-","1e-8","0","bin1333.log"
"Jul 19 2019","2458685","585230401","0.09","< 7.11e-8","-","-","-","1e-8","0","bin1334.log"
"Jul 22 2019","2458688","585489601","1.23","< 7.26e-8","-","-","-","1e-8","0","bin1335.log"
"Jul 25 2019","2458691","585748801","0","< 5.82e-8","-","-","-","1e-8","0","bin1336.log"
"Jul 28 2019","2458694","586008001","0","< 3.52e-8","-","-","-","1e-8","0","bin1337.log"
"Jul 31 2019","2458697","586267201","0.06","< 1.08e-7","-","-","-","1e-8","0","bin1338.log"
"Aug 03 2019","2458700","586526401","0","< 9.75e-8","-","-","-","1e-8","0","bin1339.log"
"Aug 06 2019","2458703","586785601","2.68","< 1.18e-7","-","-","-","1e-8","0","bin1340.log"
"Aug 09 2019","2458706","587044801","0","< 4.28e-8","-","-","-","1e-8","0","bin1341.log"
"Aug 12 2019","2458709","587304001","0","< 4.70e-8","-","-","-","1e-8","0","bin1342.log"
"Aug 15 2019","2458712","587563201","0","< 6.48e-8","-","-","-","1e-8","0","bin1343.log"
"Aug 18 2019","2458715","587822401","0.15","< 9.76e-8","-","-","-","1e-8","0","bin1344.log"
"Aug 21 2019","2458718","588081601","0","< 3.56e-8","-","-","-","1e-8","0","bin1345.log"
"Aug 24 2019","2458721","588340801","0","< 5.29e-8","-","-","-","1e-8","0","bin1346.log"
"Aug 27 2019","2458724","588600001","0","< 4.71e-8","-","-","-","1e-8","0","bin1347.log"
"Aug 30 2019","2458727","588859201","5.16","8.90e-8","8.99e-8","-2.1","-","1e-8","0","bin1348.log"
"Sep 02 2019","2458729","589118401","0.12","< 2.40e-7","-","-","-","1e-8","0","bin1349.log"
"Sep 05 2019","2458732","589377601","0","< 1.89e-7","-","-","-","1e-8","0","bin1350.log"
"Sep 08 2019","2458735","589636801","0.61","< 2.19e-7","-","-","-","1e-8","0","bin1351.log"
"Sep 11 2019","2458738","589896001","0","< 5.39e-8","-","-","-","1e-8","0","bin1352.log"
"Sep 14 2019","2458741","590155201","2.37","< 8.85e-8","-","-","-","1e-8","0","bin1353.log"
"Sep 17 2019","2458744","590414401","0","< 5.59e-8","-","-","-","1e-8","0","bin1354.log"
"Sep 20 2019","2458747","590673601","1.36","< 8.29e-8","-","-","-","1e-8","0","bin1355.log"
"Sep 23 2019","2458750","590932801","0.71","< 9.86e-8","-","-","-","1e-8","0","bin1356.log"
"Sep 26 2019","2458753","591192001","0.85","< 6.51e-8","-","-","-","1e-8","0","bin1357.log"
"Sep 29 2019","2458756","591451201","13.57","4.33e-8","2.38e-8","-2.1","-","1e-8","0","bin1358.log"
"Oct 02 2019","2458760","591710401","0","< 3.62e-8","-","-","-","1e-8","0","bin1359.log"
"Oct 05 2019","2458763","591969601","0","< 8.60e-8","-","-","-","1e-8","0","bin1360.log"
"Oct 08 2019","2458766","592228801","0","< 4.63e-8","-","-","-","1e-8","0","bin1361.log"
"Oct 11 2019","2458769","592488001","0","< 4.57e-8","-","-","-","1e-8","0","bin1362.log"
"Oct 14 2019","2458772","592747201","0.01","< 6.37e-8","-","-","-","1e-8","0","bin1363.log"
"Oct 17 2019","2458775","593006401","1.4","< 8.98e-8","-","-","-","1e-8","0","bin1364.log"
"Oct 20 2019","2458778","593265601","0","< 4.22e-8","-","-","-","1e-8","0","bin1365.log"
"Oct 23 2019","2458781","593524801","0","< 4.49e-8","-","-","-","1e-8","0","bin1366.log"
"Oct 26 2019","2458784","593784001","0","< 4.56e-8","-","-","-","1e-8","0","bin1367.log"
"Oct 29 2019","2458787","594043201","0","< 4.79e-8","-","-","-","1e-8","0","bin1368.log"
"Nov 01 2019","2458789","594302401","0","< 3.75e-8","-","-","-","1e-8","0","bin1369.log"
"Nov 04 2019","2458792","594561601","0.62","< 5.13e-8","-","-","-","1e-8","0","bin1370.log"
"Nov 07 2019","2458795","594820801","0","< 4.16e-8","-","-","-","1e-8","0","bin1371.log"
"Nov 10 2019","2458798","595080001","0","< 2.51e-8","-","-","-","1e-8","0","bin1372.log"
"Nov 13 2019","2458801","595339201","0","< 2.95e-8","-","-","-","1e-8","0","bin1373.log"
"Nov 16 2019","2458804","595598401","0","< 3.28e-8","-","-","-","1e-8","0","bin1374.log"
"Nov 19 2019","2458807","595857601","0","< 3.56e-8","-","-","-","1e-8","0","bin1375.log"
"Nov 22 2019","2458810","596116801","0","< 4.74e-8","-","-","-","1e-8","0","bin1376.log"
"Nov 25 2019","2458813","596376001","2.04","< 9.18e-8","-","-","-","1e-8","0","bin1377.log"
"Nov 28 2019","2458816","596635201","0.18","< 7.36e-8","-","-","-","1e-8","0","bin1378.log"
"Dec 01 2019","2458819","596894401","0.31","< 6.50e-8","-","-","-","1e-8","0","bin1379.log"
"Dec 04 2019","2458822","597153601","0","< 5.72e-8","-","-","-","1e-8","0","bin1380.log"
"Dec 07 2019","2458825","597412801","1.31","< 7.12e-8","-","-","-","1e-8","0","bin1381.log"
"Dec 10 2019","2458828","597672001","2.98","< 7.29e-8","-","-","-","1e-8","0","bin1382.log"
"Dec 13 2019","2458831","597931201","0","< 4.77e-8","-","-","-","1e-8","0","bin1383.log"
"Dec 16 2019","2458834","598190401","0","< 5.36e-8","-","-","-","1e-8","0","bin1384.log"
"Dec 19 2019","2458837","598449601","0.77","< 5.31e-8","-","-","-","1e-8","0","bin1385.log"
"Dec 22 2019","2458840","598708801","9.23","3.63e-8","2.15e-8","-2.1","-","1e-8","0","bin1386.log"
"Dec 25 2019","2458843","598968001","0.1","< 5.06e-8","-","-","-","1e-8","0","bin1387.log"
"Dec 28 2019","2458846","599227201","3.13","< 6.48e-8","-","-","-","1e-8","0","bin1388.log"
"Dec 31 2019","2458849","599486401","5.01","3.93e-8","2.59e-8","-2.1","-","1e-8","0","bin1389.log"
"Jan 03 2020","2458852","599745601","0","< 6.52e-8","-","-","-","1e-8","0","bin1390.log"
"Jan 06 2020","2458855","600004801","0","< 5.54e-8","-","-","-","1e-8","0","bin1391.log"
"Jan 09 2020","2458858","600264001","1.16","< 7.69e-8","-","-","-","1e-8","0","bin1392.log"
"Jan 12 2020","2458861","600523201","0.09","< 7.23e-8","-","-","-","1e-8","0","bin1393.log"
"Jan 15 2020","2458864","600782401","0","< 4.46e-8","-","-","-","1e-8","0","bin1394.log"
"Jan 18 2020","2458867","601041601","0.05","< 5.89e-8","-","-","-","1e-8","0","bin1395.log"
"Jan 21 2020","2458870","601300801","0.01","< 5.03e-8","-","-","-","1e-8","0","bin1396.log"
"Jan 24 2020","2458873","601560001","0","< 5.35e-8","-","-","-","1e-8","0","bin1397.log"
"Jan 27 2020","2458876","601819201","5.95","5.19e-8","3.12e-8","-2.1","-","1e-8","0","bin1398.log"
"Jan 30 2020","2458879","602078401","0.19","< 6.91e-8","-","-","-","1e-8","0","bin1399.log"
"Feb 02 2020","2458881","602337601","38.25","1.64e-7","4.40e-8","-2.1","-","1e-8","0","bin1400.log"
"Feb 05 2020","2458884","602596801","0","< 2.15e-7","-","-","-","1e-8","0","bin1401.log"
"Feb 08 2020","2458887","602856001","1.61","< 2.84e-7","-","-","-","1e-8","0","bin1402.log"
"Feb 11 2020","2458890","603115201","0.49","< 1.66e-7","-","-","-","1e-8","0","bin1403.log"
"Feb 14 2020","2458893","603374401","0","< 1.47e-7","-","-","-","1e-8","0","bin1404.log"
"Feb 17 2020","2458896","603633601","0.81","< 2.42e-7","-","-","-","1e-8","0","bin1405.log"
"Feb 20 2020","2458899","603892801","0.97","< 1.27e-7","-","-","-","1e-8","0","bin1406.log"
"Feb 23 2020","2458902","604152001","0","< 5.98e-8","-","-","-","1e-8","0","bin1407.log"
"Feb 26 2020","2458905","604411201","4.01","4.26e-8","2.92e-8","-2.1","-","1e-8","0","bin1408.log"
"Feb 29 2020","2458908","604670401","8.69","8.91e-8","4.23e-8","-2.1","-","1e-8","0","bin1409.log"
"Mar 03 2020","2458913","604929601","0.2","< 1.03e-7","-","-","-","1e-8","0","bin1410.log"
"Mar 06 2020","2458916","605188801","5.48","5.33e-8","3.44e-8","-2.1","-","1e-8","0","bin1411.log"
"Mar 09 2020","2458919","605448001","32.02","1.52e-7","5.41e-8","-2.1","-","1e-8","0","bin1412.log"
"Mar 12 2020","2458922","605707201","0","< 7.39e-8","-","-","-","1e-8","0","bin1413.log"
"Mar 15 2020","2458925","605966401","2.53","< 1.17e-7","-","-","-","1e-8","0","bin1414.log"
"Mar 18 2020","2458928","606225601","42.22","1.51e-7","4.40e-8","-2.1","-","1e-8","0","bin1415.log"
"Mar 21 2020","2458931","606484801","92.02","2.78e-7","5.40e-8","-2.1","-","1e-8","0","bin1416.log"
"Mar 24 2020","2458934","606744001","13.5","6.32e-8","2.86e-8","-2.1","-","1e-8","0","bin1417.log"
"Mar 27 2020","2458937","607003201","12.34","7.41e-8","3.48e-8","-2.1","-","1e-8","0","bin1418.log"
"Mar 30 2020","2458940","607262401","45.08","1.06e-7","3.28e-8","-2.1","-","1e-8","0","bin1419.log"
"Apr 02 2020","2458942","607521601","4.35","3.39e-8","2.41e-8","-2.1","-","1e-8","0","bin1420.log"
"Apr 05 2020","2458945","607780801","1.68","< 8.68e-8","-","-","-","1e-8","0","bin1421.log"
"Apr 08 2020","2458948","608040001","46.86","1.45e-7","4.10e-8","-2.1","-","1e-8","0","bin1422.log"
"Apr 11 2020","2458951","608299201","24.33","1.21e-7","4.06e-8","-2.1","-","1e-8","0","bin1423.log"
"Apr 14 2020","2458954","608558401","26.75","1.00e-7","3.78e-8","-2.1","-","1e-8","0","bin1424.log"
"Apr 17 2020","2458957","608817601","126.71","2.22e-7","3.90e-8","-2.1","-","1e-8","0","bin1425.log"
"Apr 20 2020","2458960","609076801","13.74","8.65e-8","3.37e-8","-2.1","-","1e-8","0","bin1426.log"
"Apr 23 2020","2458963","609336001","48.77","1.69e-7","4.20e-8","-2.1","-","1e-8","0","bin1427.log"
"Apr 26 2020","2458966","609595201","13.85","1.01e-7","4.13e-8","-2.1","-","1e-8","0","bin1428.log"
"Apr 29 2020","2458969","609854401","6.12","7.03e-8","3.67e-8","-2.1","-","1e-8","0","bin1429.log"
"May 02 2020","2458973","610113601","6.33","6.68e-8","3.78e-8","-2.1","-","1e-8","0","bin1430.log"
"May 05 2020","2458976","610372801","15.56","1.17e-7","4.71e-8","-2.1","-","1e-8","0","bin1431.log"
"May 08 2020","2458979","610632001","0","< 5.73e-8","-","-","-","1e-8","0","bin1432.log"
"May 11 2020","2458982","610891201","7.33","5.20e-8","3.05e-8","-2.1","-","1e-8","0","bin1433.log"
"May 14 2020","2458985","611150401","0","< 4.42e-8","-","-","-","1e-8","0","bin1434.log"
"May 17 2020","2458988","611409601","0.15","< 6.20e-8","-","-","-","1e-8","0","bin1435.log"
"May 20 2020","2458991","611668801","1.68","< 9.54e-8","-","-","-","1e-8","0","bin1436.log"
"May 23 2020","2458994","611928001","6.03","6.43e-8","3.55e-8","-2.1","-","1e-8","0","bin1437.log"
"May 26 2020","2458997","612187201","3.92","< 7.82e-8","-","-","-","1e-8","0","bin1438.log"
"May 29 2020","2459000","612446401","0.18","< 6.20e-8","-","-","-","1e-8","0","bin1439.log"
"Jun 01 2020","2459002","612705601","0","< 4.66e-8","-","-","-","1e-8","0","bin1440.log"
"Jun 04 2020","2459005","612964801","0","< 3.13e-8","-","-","-","1e-8","0","bin1441.log"
"Jun 07 2020","2459008","613224001","0.08","< 5.77e-8","-","-","-","1e-8","0","bin1442.log"
"Jun 10 2020","2459011","613483201","0","< 5.20e-8","-","-","-","1e-8","0","bin1443.log"
"Jun 13 2020","2459014","613742401","0","< 3.55e-8","-","-","-","1e-8","0","bin1444.log"
"Jun 16 2020","2459017","614001601","0","< 3.62e-8","-","-","-","1e-8","0","bin1445.log"
"Jun 19 2020","2459020","614260801","0","< 6.30e-8","-","-","-","1e-8","0","bin1446.log"
"Jun 22 2020","2459023","614520001","0","< 7.46e-8","-","-","-","1e-8","0","bin1447.log"
"Jun 25 2020","2459026","614779201","7.06","9.01e-8","4.46e-8","-2.1","-","1e-8","0","bin1448.log"
"Jun 28 2020","2459029","615038401","3.51","< 8.96e-8","-","-","-","1e-8","0","bin1449.log"
"Jul 01 2020","2459033","615297601","0.12","< 4.57e-8","-","-","-","1e-8","0","bin1450.log"
"Jul 04 2020","2459036","615556801","0","< 5.98e-8","-","-","-","1e-8","0","bin1451.log"
"Jul 07 2020","2459039","615816001","0.48","< 5.44e-8","-","-","-","1e-8","0","bin1452.log"
"Jul 10 2020","2459042","616075201","0","< 6.57e-8","-","-","-","1e-8","0","bin1453.log"
"Jul 13 2020","2459045","616334401","0","< 4.32e-8","-","-","-","1e-8","0","bin1454.log"
"Jul 16 2020","2459048","616593601","0","< 5.77e-8","-","-","-","1e-8","0","bin1455.log"
"Jul 19 2020","2459051","616852801","0","< 4.36e-8","-","-","-","1e-8","0","bin1456.log"
"Jul 22 2020","2459054","617112001","4.9","4.11e-8","2.73e-8","-2.1","-","1e-8","0","bin1457.log"
"Jul 25 2020","2459057","617371201","0","< 4.20e-8","-","-","-","1e-8","0","bin1458.log"
"Jul 28 2020","2459060","617630401","0.01","< 6.46e-8","-","-","-","1e-8","0","bin1459.log"
"Jul 31 2020","2459063","617889601","5.74","3.62e-8","2.69e-8","-2.1","-","1e-8","0","bin1460.log"
"Aug 03 2020","2459065","618148801","0","< 6.86e-8","-","-","-","1e-8","0","bin1461.log"
"Aug 06 2020","2459068","618408001","0","< 7.19e-8","-","-","-","1e-8","0","bin1462.log"
"Aug 09 2020","2459071","618667201","0.15","< 8.98e-8","-","-","-","1e-8","102","bin1463.log"
"Aug 12 2020","2459074","618926401","0","< 6.78e-8","-","-","-","1e-8","0","bin1464.log"
"Aug 15 2020","2459077","619185601","0.88","< 8.03e-8","-","-","-","1e-8","0","bin1465.log"
"Aug 18 2020","2459080","619444801","0","< 7.09e-8","-","-","-","1e-8","0","bin1466.log"
"Aug 21 2020","2459083","619704001","0.77","< 8.98e-8","-","-","-","1e-8","0","bin1467.log"
"Aug 24 2020","2459086","619963201","0.52","< 7.70e-8","-","-","-","1e-8","0","bin1468.log"
"Aug 27 2020","2459089","620222401","0","< 6.34e-8","-","-","-","1e-8","0","bin1469.log"
"Aug 30 2020","2459092","620481601","0","< 8.34e-8","-","-","-","1e-8","0","bin1470.log"
"Sep 02 2020","2459094","620740801","6.88","1.02e-7","6.92e-8","-2.1","-","1e-8","0","bin1471.log"
"Sep 05 2020","2459097","621000001","2.75","< 6.06e-7","-","-","-","1e-8","0","bin1472.log"
"Sep 08 2020","2459100","621259201","0.26","< 2.15e-7","-","-","-","1e-8","0","bin1473.log"
"Sep 11 2020","2459103","621518401","0.07","< 2.33e-7","-","-","-","1e-8","0","bin1474.log"
"Sep 14 2020","2459106","621777601","0","< 6.63e-8","-","-","-","1e-8","0","bin1475.log"
"Sep 17 2020","2459109","622036801","0.48","< 7.11e-8","-","-","-","1e-8","0","bin1476.log"
"Sep 20 2020","2459112","622296001","10.34","5.37e-8","2.86e-8","-2.1","-","1e-8","0","bin1477.log"
"Sep 23 2020","2459115","622555201","0.98","< 1.22e-7","-","-","-","1e-8","0","bin1478.log"
"Sep 26 2020","2459118","622814401","0","< 5.97e-8","-","-","-","1e-8","0","bin1479.log"
"Sep 29 2020","2459121","623073601","30.08","9.89e-8","3.11e-8","-2.1","-","1e-8","0","bin1480.log"
"Oct 02 2020","2459125","623332801","4.15","2.80e-8","2.13e-8","-2.1","-","1e-8","0","bin1481.log"
"Oct 05 2020","2459128","623592001","1.4","< 7.44e-8","-","-","-","1e-8","0","bin1482.log"
"Oct 08 2020","2459131","623851201","0","< 5.25e-8","-","-","-","1e-8","0","bin1483.log"
"Oct 11 2020","2459134","624110401","5.31","3.98e-8","2.51e-8","-2.1","-","1e-8","0","bin1484.log"
"Oct 14 2020","2459137","624369601","43.33","1.94e-7","5.00e-8","-2.1","-","1e-8","0","bin1485.log"
"Oct 17 2020","2459140","624628801","0.69","< 1.02e-7","-","-","-","1e-8","0","bin1486.log"
"Oct 20 2020","2459143","624888001","0","< 6.39e-8","-","-","-","1e-8","0","bin1487.log"
"Oct 23 2020","2459146","625147201","6.55","5.06e-8","3.10e-8","-2.1","-","1e-8","0","bin1488.log"
"Oct 26 2020","2459149","625406401","5.5","5.23e-8","3.42e-8","-2.1","-","1e-8","0","bin1489.log"
"Oct 29 2020","2459152","625665601","10.47","7.22e-8","3.78e-8","-2.1","-","1e-8","0","bin1490.log"
"Nov 01 2020","2459154","625924801","17.51","7.58e-8","3.40e-8","-2.1","-","1e-8","0","bin1491.log"
"Nov 04 2020","2459157","626184001","30.08","1.27e-7","3.91e-8","-2.1","-","1e-8","0","bin1492.log"
"Nov 07 2020","2459160","626443201","34.46","1.36e-7","3.95e-8","-2.1","-","1e-8","0","bin1493.log"
"Nov 10 2020","2459163","626702401","26.12","7.40e-8","2.52e-8","-2.1","-","1e-8","0","bin1494.log"
"Nov 13 2020","2459166","626961601","79.46","1.69e-7","3.40e-8","-2.1","-","1e-8","0","bin1495.log"
"Nov 16 2020","2459169","627220801","75.13","1.85e-7","3.60e-8","-2.1","-","1e-8","0","bin1496.log"
"Nov 19 2020","2459172","627480001","42.62","1.36e-7","3.65e-8","-2.1","-","1e-8","0","bin1497.log"
"Nov 22 2020","2459175","627739201","32.75","1.14e-7","3.28e-8","-2.1","-","1e-8","0","bin1498.log"
"Nov 25 2020","2459178","627998401","22.36","8.54e-8","3.02e-8","-2.1","-","1e-8","0","bin1499.log"
"Nov 28 2020","2459181","628257601","38.6","1.39e-7","4.13e-8","-2.1","-","1e-8","0","bin1500.log"
"Dec 01 2020","2459185","628516801","9.92","4.97e-8","2.64e-8","-2.1","-","1e-8","0","bin1501.log"
"Dec 04 2020","2459188","628776001","36.65","1.58e-7","4.30e-8","-2.1","-","1e-8","0","bin1502.log"
"Dec 07 2020","2459191","629035201","3.16","< 1.01e-7","-","-","-","1e-8","0","bin1503.log"
"Dec 10 2020","2459194","629294401","42.82","1.42e-7","4.26e-8","-2.1","-","1e-8","0","bin1504.log"
"Dec 13 2020","2459197","629553601","56.56","1.42e-7","3.80e-8","-2.1","-","1e-8","0","bin1505.log"
"Dec 16 2020","2459200","629812801","47.59","1.29e-7","3.75e-8","-2.1","-","1e-8","0","bin1506.log"
"Dec 19 2020","2459203","630072001","38.79","1.23e-7","3.80e-8","-2.1","-","1e-8","0","bin1507.log"
"Dec 22 2020","2459206","630331201","13.15","7.27e-8","3.38e-8","-2.1","-","1e-8","0","bin1508.log"
"Dec 25 2020","2459209","630590401","0.07","< 5.75e-8","-","-","-","1e-8","0","bin1509.log"
"Dec 28 2020","2459212","630849601","16.84","6.90e-8","2.67e-8","-2.1","-","1e-8","0","bin1510.log"
"Dec 31 2020","2459215","631108801","59.1","1.41e-7","3.40e-8","-2.1","-","1e-8","0","bin1511.log"
"Jan 03 2021","2459217","631368001","69.32","2.47e-7","4.90e-8","-2.1","-","1e-8","0","bin1512.log"
"Jan 06 2021","2459220","631627201","27.78","1.57e-7","4.80e-8","-2.1","-","1e-8","0","bin1513.log"
"Jan 09 2021","2459223","631886401","68.07","2.65e-7","5.40e-8","-2.1","-","1e-8","0","bin1514.log"
"Jan 12 2021","2459226","632145601","85.15","2.72e-7","5.50e-8","-2.1","-","1e-8","0","bin1515.log"
"Jan 15 2021","2459229","632404801","161.95","4.39e-7","6.40e-8","-2.1","-","1e-8","0","bin1516.log"
"Jan 18 2021","2459232","632664001","125.97","3.59e-7","5.90e-8","-2.1","-","1e-8","0","bin1517.log"
"Jan 21 2021","2459235","632923201","147.37","3.87e-7","5.90e-8","-2.1","-","1e-8","0","bin1518.log"
"Jan 24 2021","2459238","633182401","79.27","2.92e-7","5.60e-8","-2.1","-","1e-8","0","bin1519.log"
"Jan 27 2021","2459241","633441601","277.75","5.19e-7","6.80e-8","-2.1","-","1e-8","0","bin1520.log"
"Jan 30 2021","2459244","633700801","128.51","2.92e-7","5.40e-8","-2.1","-","1e-8","0","bin1521.log"
"Feb 02 2021","2459247","633960001","74.52","2.61e-7","5.30e-8","-2.1","-","1e-8","0","bin1522.log"
"Feb 05 2021","2459250","634219201","37.01","1.53e-7","4.40e-8","-2.1","-","1e-8","0","bin1523.log"
"Feb 08 2021","2459253","634478401","39.5","2.72e-7","8.70e-8","-2.1","-","1e-8","0","bin1524.log"
"Feb 11 2021","2459256","634737601","7.08","1.66e-7","1.16e-7","-2.1","-","1e-8","0","bin1525.log"
"Feb 14 2021","2459259","634996801","23.7","2.49e-7","1.02e-7","-2.1","-","1e-8","0","bin1526.log"
